Wollongong|2017-02-18|Rainy|11.0|5.0|52.0
Gold Coast|2017-02-18|Sunny|18.0|36.0|62.0
Hobart|2017-02-18|Winter|14.0|18.0|53.0
Canberra|2017-02-18|Rainy|14.0|7.0|62.0
Darwin|2017-02-18|Rainy|20.0|31.0|56.0
Sydney|2017-02-18|Winter|11.0|29.0|49.0
Melbourne|2017-02-18|Rainy|15.0|9.0|41.0
Adelaide|2017-02-18|Rainy|20.0|19.0|41.0
Brisbane|2017-02-18|Rainy|10.0|6.0|50.0
Perth|2017-02-18|Sunny|26.0|19.0|41.0
Wollongong|2017-02-19|Sunny|29.0|36.0|69.0
Gold Coast|2017-02-19|Winter|20.0|17.0|61.0
Hobart|2017-02-19|Rainy|12.0|21.0|58.0
Canberra|2017-02-19|Winter|16.0|34.0|47.0
Darwin|2017-02-19|Sunny|24.0|19.0|49.0
Sydney|2017-02-19|Rainy|13.0|34.0|47.0
Melbourne|2017-02-19|Sunny|31.0|21.0|53.0
Adelaide|2017-02-19|Sunny|25.0|6.0|56.0
Brisbane|2017-02-19|Winter|19.0|4.0|58.0
Perth|2017-02-19|Winter|17.0|32.0|46.0
Wollongong|2017-02-20|Rainy|13.0|23.0|60.0
Gold Coast|2017-02-20|Rainy|19.0|11.0|59.0
Hobart|2017-02-20|Sunny|26.0|8.0|66.0
Canberra|2017-02-20|Rainy|14.0|12.0|49.0
Darwin|2017-02-20|Sunny|23.0|10.0|46.0
Sydney|2017-02-20|Winter|18.0|27.0|58.0
Melbourne|2017-02-20|Sunny|21.0|14.0|45.0
Adelaide|2017-02-20|Sunny|24.0|36.0|60.0
Brisbane|2017-02-20|Winter|14.0|6.0|57.0
Perth|2017-02-20|Winter|13.0|4.0|57.0
Wollongong|2017-02-21|Rainy|18.0|8.0|69.0
Gold Coast|2017-02-21|Sunny|30.0|5.0|55.0
Hobart|2017-02-21|Winter|15.0|4.0|62.0
Canberra|2017-02-21|Winter|16.0|10.0|48.0
Darwin|2017-02-21|Winter|16.0|12.0|43.0
Sydney|2017-02-21|Rainy|14.0|6.0|41.0
Melbourne|2017-02-21|Rainy|10.0|4.0|60.0
Adelaide|2017-02-21|Rainy|18.0|27.0|60.0
Brisbane|2017-02-21|Sunny|25.0|31.0|57.0
Perth|2017-02-21|Rainy|12.0|8.0|42.0
Wollongong|2017-02-22|Winter|17.0|27.0|61.0
Gold Coast|2017-02-22|Winter|13.0|6.0|64.0
Hobart|2017-02-22|Sunny|22.0|9.0|65.0
Canberra|2017-02-22|Rainy|17.0|24.0|61.0
Darwin|2017-02-22|Rainy|18.0|15.0|60.0
Sydney|2017-02-22|Winter|13.0|28.0|50.0
Melbourne|2017-02-22|Rainy|14.0|11.0|55.0
Adelaide|2017-02-22|Rainy|19.0|34.0|65.0
Brisbane|2017-02-22|Winter|16.0|8.0|46.0
Perth|2017-02-22|Winter|17.0|30.0|59.0
Wollongong|2017-02-23|Rainy|16.0|8.0|66.0
Gold Coast|2017-02-23|Rainy|19.0|24.0|63.0
Hobart|2017-02-23|Winter|13.0|24.0|44.0
Canberra|2017-02-23|Winter|18.0|11.0|67.0
Darwin|2017-02-23|Rainy|17.0|31.0|46.0
Sydney|2017-02-23|Sunny|28.0|6.0|61.0
Melbourne|2017-02-23|Winter|19.0|35.0|51.0
Adelaide|2017-02-23|Winter|20.0|7.0|56.0
Brisbane|2017-02-23|Rainy|16.0|35.0|51.0
Perth|2017-02-23|Winter|10.0|23.0|50.0
Wollongong|2017-02-24|Sunny|31.0|7.0|41.0
Gold Coast|2017-02-24|Winter|11.0|26.0|63.0
Hobart|2017-02-24|Sunny|21.0|17.0|63.0
Canberra|2017-02-24|Winter|17.0|11.0|62.0
Darwin|2017-02-24|Winter|17.0|13.0|68.0
Sydney|2017-02-24|Rainy|19.0|15.0|46.0
Melbourne|2017-02-24|Rainy|13.0|31.0|48.0
Adelaide|2017-02-24|Rainy|13.0|31.0|50.0
Brisbane|2017-02-24|Rainy|14.0|35.0|62.0
Perth|2017-02-24|Winter|12.0|32.0|67.0
Wollongong|2017-02-25|Winter|17.0|20.0|52.0
Gold Coast|2017-02-25|Winter|18.0|36.0|43.0
Hobart|2017-02-25|Rainy|11.0|12.0|68.0
Canberra|2017-02-25|Winter|18.0|30.0|52.0
Darwin|2017-02-25|Sunny|25.0|32.0|69.0
Sydney|2017-02-25|Sunny|25.0|22.0|60.0
Melbourne|2017-02-25|Winter|20.0|14.0|52.0
Adelaide|2017-02-25|Sunny|30.0|6.0|64.0
Brisbane|2017-02-25|Winter|16.0|22.0|58.0
Perth|2017-02-25|Winter|18.0|25.0|54.0
Wollongong|2017-02-26|Rainy|20.0|9.0|70.0
Gold Coast|2017-02-26|Winter|19.0|32.0|56.0
Hobart|2017-02-26|Winter|19.0|17.0|59.0
Canberra|2017-02-26|Winter|16.0|8.0|67.0
Darwin|2017-02-26|Sunny|26.0|8.0|65.0
Sydney|2017-02-26|Sunny|30.0|15.0|45.0
Melbourne|2017-02-26|Sunny|19.0|33.0|41.0
Adelaide|2017-02-26|Rainy|13.0|33.0|50.0
Brisbane|2017-02-26|Rainy|11.0|32.0|51.0
Perth|2017-02-26|Winter|20.0|17.0|63.0
Wollongong|2017-02-27|Rainy|12.0|15.0|60.0
Gold Coast|2017-02-27|Winter|15.0|24.0|67.0
Hobart|2017-02-27|Sunny|24.0|22.0|45.0
Canberra|2017-02-27|Rainy|21.0|4.0|46.0
Darwin|2017-02-27|Rainy|14.0|34.0|56.0
Sydney|2017-02-27|Winter|13.0|24.0|57.0
Melbourne|2017-02-27|Sunny|19.0|30.0|61.0
Adelaide|2017-02-27|Rainy|15.0|25.0|57.0
Brisbane|2017-02-27|Winter|17.0|22.0|58.0
Perth|2017-02-27|Rainy|16.0|34.0|51.0
Wollongong|2017-02-28|Winter|15.0|22.0|53.0
Gold Coast|2017-02-28|Winter|19.0|29.0|45.0
Hobart|2017-02-28|Winter|13.0|30.0|60.0
Canberra|2017-02-28|Sunny|21.0|17.0|41.0
Darwin|2017-02-28|Winter|13.0|23.0|63.0
Sydney|2017-02-28|Rainy|14.0|23.0|68.0
Melbourne|2017-02-28|Rainy|14.0|31.0|63.0
Adelaide|2017-02-28|Rainy|15.0|15.0|54.0
Brisbane|2017-02-28|Sunny|29.0|29.0|47.0
Perth|2017-02-28|Sunny|21.0|15.0|62.0
Wollongong|2017-03-01|Winter|20.0|27.0|57.0
Gold Coast|2017-03-01|Rainy|17.0|10.0|66.0
Hobart|2017-03-01|Sunny|29.0|9.0|70.0
Canberra|2017-03-01|Winter|10.0|5.0|63.0
Darwin|2017-03-01|Sunny|28.0|11.0|40.0
Sydney|2017-03-01|Rainy|14.0|36.0|67.0
Melbourne|2017-03-01|Sunny|23.0|13.0|58.0
Adelaide|2017-03-01|Rainy|19.0|29.0|41.0
Brisbane|2017-03-01|Sunny|30.0|8.0|49.0
Perth|2017-03-01|Sunny|29.0|8.0|67.0
Wollongong|2017-03-02|Winter|15.0|21.0|41.0
Gold Coast|2017-03-02|Winter|19.0|15.0|54.0
Hobart|2017-03-02|Winter|18.0|26.0|62.0
Canberra|2017-03-02|Rainy|18.0|8.0|59.0
Darwin|2017-03-02|Winter|19.0|14.0|41.0
Sydney|2017-03-02|Sunny|22.0|27.0|50.0
Melbourne|2017-03-02|Rainy|20.0|27.0|59.0
Adelaide|2017-03-02|Sunny|19.0|20.0|46.0
Brisbane|2017-03-02|Rainy|12.0|10.0|63.0
Perth|2017-03-02|Rainy|16.0|5.0|70.0
Wollongong|2017-03-03|Sunny|22.0|5.0|66.0
Gold Coast|2017-03-03|Rainy|17.0|22.0|66.0
Hobart|2017-03-03|Winter|15.0|24.0|49.0
Canberra|2017-03-03|Winter|12.0|14.0|50.0
Darwin|2017-03-03|Winter|11.0|28.0|56.0
Sydney|2017-03-03|Winter|17.0|20.0|46.0
Melbourne|2017-03-03|Sunny|19.0|18.0|45.0
Adelaide|2017-03-03|Winter|15.0|36.0|41.0
Brisbane|2017-03-03|Sunny|30.0|9.0|60.0
Perth|2017-03-03|Sunny|23.0|9.0|43.0
Wollongong|2017-03-04|Rainy|17.0|14.0|69.0
Gold Coast|2017-03-04|Winter|17.0|6.0|48.0
Hobart|2017-03-04|Sunny|23.0|34.0|48.0
Canberra|2017-03-04|Winter|14.0|11.0|47.0
Darwin|2017-03-04|Winter|12.0|30.0|44.0
Sydney|2017-03-04|Sunny|24.0|23.0|64.0
Melbourne|2017-03-04|Winter|13.0|34.0|55.0
Adelaide|2017-03-04|Rainy|11.0|10.0|54.0
Brisbane|2017-03-04|Rainy|18.0|18.0|52.0
Perth|2017-03-04|Rainy|19.0|25.0|40.0
Wollongong|2017-03-05|Rainy|15.0|20.0|66.0
Gold Coast|2017-03-05|Sunny|27.0|26.0|67.0
Hobart|2017-03-05|Winter|12.0|9.0|50.0
Canberra|2017-03-05|Winter|12.0|22.0|41.0
Darwin|2017-03-05|Sunny|24.0|22.0|50.0
Sydney|2017-03-05|Winter|11.0|9.0|54.0
Melbourne|2017-03-05|Rainy|13.0|4.0|62.0
Adelaide|2017-03-05|Rainy|12.0|10.0|51.0
Brisbane|2017-03-05|Winter|17.0|28.0|51.0
Perth|2017-03-05|Winter|18.0|20.0|45.0
Wollongong|2017-03-06|Rainy|15.0|36.0|67.0
Gold Coast|2017-03-06|Winter|14.0|15.0|48.0
Hobart|2017-03-06|Sunny|30.0|32.0|47.0
Canberra|2017-03-06|Winter|16.0|22.0|60.0
Darwin|2017-03-06|Sunny|27.0|10.0|63.0
Sydney|2017-03-06|Winter|11.0|4.0|49.0
Melbourne|2017-03-06|Winter|15.0|15.0|49.0
Adelaide|2017-03-06|Sunny|19.0|10.0|58.0
Brisbane|2017-03-06|Winter|19.0|34.0|55.0
Perth|2017-03-06|Sunny|26.0|21.0|51.0
Wollongong|2017-03-07|Sunny|31.0|7.0|65.0
Gold Coast|2017-03-07|Sunny|22.0|35.0|53.0
Hobart|2017-03-07|Rainy|11.0|27.0|65.0
Canberra|2017-03-07|Rainy|17.0|12.0|55.0
Darwin|2017-03-07|Rainy|16.0|26.0|51.0
Sydney|2017-03-07|Winter|18.0|11.0|51.0
Melbourne|2017-03-07|Sunny|30.0|8.0|59.0
Adelaide|2017-03-07|Winter|10.0|34.0|59.0
Brisbane|2017-03-07|Sunny|19.0|28.0|57.0
Perth|2017-03-07|Rainy|20.0|35.0|49.0
Wollongong|2017-03-08|Sunny|17.0|3.0|61.0
Gold Coast|2017-03-08|Winter|17.0|2.0|52.0
Hobart|2017-03-08|Rainy|16.0|16.0|66.0
Canberra|2017-03-08|Sunny|21.0|34.0|66.0
Darwin|2017-03-08|Rainy|18.0|20.0|55.0
Sydney|2017-03-08|Sunny|27.0|27.0|52.0
Melbourne|2017-03-08|Winter|14.0|7.0|50.0
Adelaide|2017-03-08|Rainy|16.0|6.0|63.0
Brisbane|2017-03-08|Rainy|10.0|12.0|62.0
Perth|2017-03-08|Rainy|13.0|6.0|42.0
Wollongong|2017-03-09|Winter|16.0|14.0|41.0
Gold Coast|2017-03-09|Winter|18.0|8.0|42.0
Hobart|2017-03-09|Winter|12.0|20.0|53.0
Canberra|2017-03-09|Rainy|16.0|18.0|41.0
Darwin|2017-03-09|Rainy|12.0|6.0|41.0
Sydney|2017-03-09|Sunny|31.0|22.0|46.0
Melbourne|2017-03-09|Rainy|16.0|27.0|65.0
Adelaide|2017-03-09|Rainy|14.0|29.0|65.0
Brisbane|2017-03-09|Rainy|15.0|14.0|55.0
Perth|2017-03-09|Winter|12.0|34.0|48.0
Wollongong|2017-03-10|Sunny|27.0|7.0|45.0
Gold Coast|2017-03-10|Rainy|15.0|7.0|52.0
Hobart|2017-03-10|Winter|16.0|23.0|59.0
Canberra|2017-03-10|Rainy|11.0|13.0|68.0
Darwin|2017-03-10|Winter|15.0|18.0|44.0
Sydney|2017-03-10|Rainy|20.0|23.0|68.0
Melbourne|2017-03-10|Rainy|11.0|18.0|40.0
Adelaide|2017-03-10|Sunny|26.0|6.0|62.0
Brisbane|2017-03-10|Rainy|19.0|7.0|59.0
Perth|2017-03-10|Rainy|13.0|18.0|48.0
Wollongong|2017-03-11|Sunny|20.0|35.0|55.0
Gold Coast|2017-03-11|Sunny|27.0|6.0|60.0
Hobart|2017-03-11|Winter|17.0|31.0|51.0
Canberra|2017-03-11|Rainy|14.0|34.0|46.0
Darwin|2017-03-11|Rainy|19.0|27.0|41.0
Sydney|2017-03-11|Sunny|18.0|8.0|49.0
Melbourne|2017-03-11|Winter|13.0|13.0|44.0
Adelaide|2017-03-11|Winter|14.0|4.0|58.0
Brisbane|2017-03-11|Sunny|25.0|21.0|64.0
Perth|2017-03-11|Rainy|16.0|11.0|42.0
Wollongong|2017-03-12|Sunny|21.0|13.0|49.0
Gold Coast|2017-03-12|Sunny|21.0|30.0|64.0
Hobart|2017-03-12|Rainy|13.0|29.0|59.0
Canberra|2017-03-12|Winter|19.0|4.0|56.0
Darwin|2017-03-12|Sunny|18.0|13.0|65.0
Sydney|2017-03-12|Rainy|18.0|19.0|46.0
Melbourne|2017-03-12|Sunny|21.0|24.0|70.0
Adelaide|2017-03-12|Rainy|18.0|16.0|60.0
Brisbane|2017-03-12|Sunny|19.0|28.0|63.0
Perth|2017-03-12|Rainy|13.0|30.0|61.0
Wollongong|2017-03-13|Winter|16.0|10.0|57.0
Gold Coast|2017-03-13|Sunny|28.0|28.0|49.0
Hobart|2017-03-13|Sunny|19.0|35.0|68.0
Canberra|2017-03-13|Sunny|29.0|10.0|42.0
Darwin|2017-03-13|Sunny|29.0|30.0|55.0
Sydney|2017-03-13|Rainy|11.0|29.0|66.0
Melbourne|2017-03-13|Rainy|13.0|27.0|68.0
Adelaide|2017-03-13|Winter|14.0|28.0|70.0
Brisbane|2017-03-13|Sunny|20.0|24.0|58.0
Perth|2017-03-13|Winter|16.0|2.0|64.0
Wollongong|2017-03-14|Rainy|11.0|27.0|43.0
Gold Coast|2017-03-14|Winter|12.0|11.0|48.0
Hobart|2017-03-14|Winter|11.0|8.0|65.0
Canberra|2017-03-14|Sunny|30.0|4.0|62.0
Darwin|2017-03-14|Sunny|30.0|9.0|67.0
Sydney|2017-03-14|Sunny|23.0|33.0|69.0
Melbourne|2017-03-14|Rainy|15.0|30.0|57.0
Adelaide|2017-03-14|Winter|14.0|20.0|51.0
Brisbane|2017-03-14|Winter|16.0|15.0|65.0
Perth|2017-03-14|Winter|17.0|25.0|67.0
Wollongong|2017-03-15|Rainy|15.0|22.0|52.0
Gold Coast|2017-03-15|Rainy|21.0|5.0|57.0
Hobart|2017-03-15|Winter|16.0|27.0|46.0
Canberra|2017-03-15|Rainy|15.0|11.0|58.0
Darwin|2017-03-15|Winter|11.0|35.0|50.0
Sydney|2017-03-15|Winter|14.0|26.0|54.0
Melbourne|2017-03-15|Winter|11.0|23.0|51.0
Adelaide|2017-03-15|Rainy|16.0|32.0|67.0
Brisbane|2017-03-15|Winter|17.0|15.0|61.0
Perth|2017-03-15|Sunny|27.0|3.0|43.0
Wollongong|2017-03-16|Rainy|16.0|31.0|65.0
Gold Coast|2017-03-16|Winter|11.0|17.0|62.0
Hobart|2017-03-16|Sunny|32.0|3.0|50.0
Canberra|2017-03-16|Rainy|11.0|7.0|50.0
Darwin|2017-03-16|Winter|17.0|11.0|41.0
Sydney|2017-03-16|Sunny|19.0|3.0|45.0
Melbourne|2017-03-16|Winter|10.0|20.0|53.0
Adelaide|2017-03-16|Rainy|11.0|11.0|68.0
Brisbane|2017-03-16|Rainy|13.0|16.0|44.0
Perth|2017-03-16|Rainy|10.0|10.0|52.0
Wollongong|2017-03-17|Winter|18.0|24.0|54.0
Gold Coast|2017-03-17|Winter|19.0|32.0|55.0
Hobart|2017-03-17|Sunny|17.0|2.0|48.0
Canberra|2017-03-17|Winter|15.0|22.0|42.0
Darwin|2017-03-17|Rainy|14.0|7.0|42.0
Sydney|2017-03-17|Winter|13.0|30.0|54.0
Melbourne|2017-03-17|Winter|18.0|33.0|41.0
Adelaide|2017-03-17|Sunny|17.0|35.0|52.0
Brisbane|2017-03-17|Sunny|32.0|22.0|47.0
Perth|2017-03-17|Winter|20.0|12.0|48.0
Wollongong|2017-03-18|Winter|16.0|23.0|43.0
Gold Coast|2017-03-18|Winter|12.0|5.0|53.0
Hobart|2017-03-18|Winter|13.0|27.0|46.0
Canberra|2017-03-18|Winter|19.0|21.0|47.0
Darwin|2017-03-18|Winter|14.0|25.0|49.0
Sydney|2017-03-18|Rainy|18.0|18.0|48.0
Melbourne|2017-03-18|Winter|14.0|19.0|54.0
Adelaide|2017-03-18|Rainy|15.0|2.0|66.0
Brisbane|2017-03-18|Sunny|20.0|6.0|51.0
Perth|2017-03-18|Rainy|13.0|21.0|48.0
Wollongong|2017-03-19|Rainy|19.0|26.0|45.0
Gold Coast|2017-03-19|Sunny|17.0|28.0|48.0
Hobart|2017-03-19|Sunny|31.0|36.0|41.0
Canberra|2017-03-19|Sunny|23.0|8.0|50.0
Darwin|2017-03-19|Sunny|32.0|25.0|51.0
Sydney|2017-03-19|Rainy|12.0|6.0|48.0
Melbourne|2017-03-19|Sunny|24.0|24.0|43.0
Adelaide|2017-03-19|Rainy|11.0|6.0|45.0
Brisbane|2017-03-19|Sunny|31.0|4.0|57.0
Perth|2017-03-19|Rainy|16.0|5.0|49.0
Wollongong|2017-03-20|Winter|10.0|16.0|70.0
Gold Coast|2017-03-20|Rainy|18.0|28.0|47.0
Hobart|2017-03-20|Winter|13.0|29.0|67.0
Canberra|2017-03-20|Rainy|14.0|34.0|42.0
Darwin|2017-03-20|Rainy|11.0|17.0|54.0
Sydney|2017-03-20|Sunny|26.0|4.0|55.0
Melbourne|2017-03-20|Rainy|21.0|14.0|67.0
Adelaide|2017-03-20|Rainy|17.0|32.0|40.0
Brisbane|2017-03-20|Sunny|17.0|23.0|58.0
Perth|2017-03-20|Sunny|19.0|34.0|69.0
Wollongong|2017-03-21|Winter|16.0|31.0|68.0
Gold Coast|2017-03-21|Rainy|17.0|5.0|57.0
Hobart|2017-03-21|Sunny|25.0|21.0|45.0
Canberra|2017-03-21|Winter|12.0|30.0|43.0
Darwin|2017-03-21|Rainy|14.0|15.0|44.0
Sydney|2017-03-21|Rainy|13.0|8.0|60.0
Melbourne|2017-03-21|Winter|20.0|30.0|45.0
Adelaide|2017-03-21|Winter|15.0|16.0|53.0
Brisbane|2017-03-21|Rainy|14.0|6.0|59.0
Perth|2017-03-21|Winter|10.0|7.0|59.0
Wollongong|2017-03-22|Sunny|19.0|13.0|68.0
Gold Coast|2017-03-22|Winter|18.0|21.0|44.0
Hobart|2017-03-22|Sunny|30.0|8.0|60.0
Canberra|2017-03-22|Winter|14.0|13.0|61.0
Darwin|2017-03-22|Sunny|23.0|14.0|51.0
Sydney|2017-03-22|Winter|16.0|15.0|64.0
Melbourne|2017-03-22|Sunny|25.0|6.0|52.0
Adelaide|2017-03-22|Winter|11.0|10.0|54.0
Brisbane|2017-03-22|Sunny|24.0|20.0|63.0
Perth|2017-03-22|Winter|11.0|13.0|68.0
Wollongong|2017-03-23|Sunny|21.0|33.0|61.0
Gold Coast|2017-03-23|Sunny|23.0|23.0|45.0
Hobart|2017-03-23|Winter|19.0|21.0|43.0
Canberra|2017-03-23|Rainy|17.0|14.0|68.0
Darwin|2017-03-23|Rainy|13.0|17.0|55.0
Sydney|2017-03-23|Rainy|18.0|35.0|53.0
Melbourne|2017-03-23|Rainy|20.0|20.0|48.0
Adelaide|2017-03-23|Winter|16.0|4.0|60.0
Brisbane|2017-03-23|Sunny|21.0|12.0|49.0
Perth|2017-03-23|Winter|15.0|19.0|67.0
Wollongong|2017-03-24|Rainy|21.0|22.0|61.0
Gold Coast|2017-03-24|Sunny|29.0|33.0|44.0
Hobart|2017-03-24|Rainy|14.0|6.0|63.0
Canberra|2017-03-24|Sunny|19.0|4.0|62.0
Darwin|2017-03-24|Sunny|21.0|12.0|57.0
Sydney|2017-03-24|Winter|13.0|6.0|65.0
Melbourne|2017-03-24|Winter|18.0|30.0|46.0
Adelaide|2017-03-24|Rainy|14.0|29.0|61.0
Brisbane|2017-03-24|Winter|19.0|4.0|41.0
Perth|2017-03-24|Rainy|20.0|28.0|47.0
Wollongong|2017-03-25|Winter|17.0|17.0|56.0
Gold Coast|2017-03-25|Rainy|13.0|4.0|43.0
Hobart|2017-03-25|Winter|11.0|36.0|64.0
Canberra|2017-03-25|Rainy|17.0|29.0|54.0
Darwin|2017-03-25|Rainy|14.0|14.0|46.0
Sydney|2017-03-25|Sunny|26.0|20.0|47.0
Melbourne|2017-03-25|Winter|19.0|18.0|45.0
Adelaide|2017-03-25|Rainy|17.0|23.0|63.0
Brisbane|2017-03-25|Rainy|19.0|7.0|61.0
Perth|2017-03-25|Rainy|17.0|5.0|67.0
Wollongong|2017-03-26|Sunny|27.0|17.0|62.0
Gold Coast|2017-03-26|Winter|16.0|25.0|53.0
Hobart|2017-03-26|Winter|11.0|11.0|61.0
Canberra|2017-03-26|Sunny|21.0|36.0|42.0
Darwin|2017-03-26|Sunny|20.0|27.0|49.0
Sydney|2017-03-26|Winter|17.0|29.0|68.0
Melbourne|2017-03-26|Rainy|19.0|13.0|62.0
Adelaide|2017-03-26|Sunny|25.0|6.0|63.0
Brisbane|2017-03-26|Rainy|13.0|19.0|50.0
Perth|2017-03-26|Sunny|27.0|29.0|68.0
Wollongong|2017-03-27|Rainy|17.0|16.0|45.0
Gold Coast|2017-03-27|Winter|10.0|22.0|67.0
Hobart|2017-03-27|Sunny|31.0|3.0|66.0
Canberra|2017-03-27|Winter|10.0|20.0|40.0
Darwin|2017-03-27|Sunny|18.0|18.0|53.0
Sydney|2017-03-27|Winter|12.0|5.0|46.0
Melbourne|2017-03-27|Rainy|11.0|27.0|64.0
Adelaide|2017-03-27|Rainy|20.0|28.0|60.0
Brisbane|2017-03-27|Winter|15.0|13.0|42.0
Perth|2017-03-27|Rainy|12.0|30.0|66.0
Wollongong|2017-03-28|Winter|19.0|5.0|67.0
Gold Coast|2017-03-28|Winter|14.0|10.0|64.0
Hobart|2017-03-28|Rainy|11.0|16.0|43.0
Canberra|2017-03-28|Rainy|20.0|8.0|60.0
Darwin|2017-03-28|Rainy|12.0|22.0|66.0
Sydney|2017-03-28|Rainy|20.0|3.0|60.0
Melbourne|2017-03-28|Winter|12.0|25.0|44.0
Adelaide|2017-03-28|Sunny|21.0|4.0|45.0
Brisbane|2017-03-28|Sunny|31.0|24.0|44.0
Perth|2017-03-28|Rainy|15.0|6.0|59.0
Wollongong|2017-03-29|Winter|18.0|22.0|40.0
Gold Coast|2017-03-29|Sunny|21.0|13.0|66.0
Hobart|2017-03-29|Rainy|14.0|23.0|54.0
Canberra|2017-03-29|Rainy|11.0|31.0|51.0
Darwin|2017-03-29|Sunny|31.0|5.0|60.0
Sydney|2017-03-29|Winter|11.0|5.0|56.0
Melbourne|2017-03-29|Winter|11.0|2.0|61.0
Adelaide|2017-03-29|Sunny|25.0|13.0|57.0
Brisbane|2017-03-29|Winter|10.0|19.0|48.0
Perth|2017-03-29|Sunny|29.0|34.0|51.0
Wollongong|2017-03-30|Rainy|16.0|21.0|48.0
Gold Coast|2017-03-30|Winter|11.0|20.0|63.0
Hobart|2017-03-30|Sunny|24.0|31.0|61.0
Canberra|2017-03-30|Winter|19.0|12.0|62.0
Darwin|2017-03-30|Rainy|12.0|5.0|67.0
Sydney|2017-03-30|Rainy|21.0|20.0|42.0
Melbourne|2017-03-30|Rainy|11.0|23.0|41.0
Adelaide|2017-03-30|Rainy|12.0|7.0|61.0
Brisbane|2017-03-30|Winter|10.0|19.0|63.0
Perth|2017-03-30|Winter|18.0|13.0|48.0
Wollongong|2017-03-31|Winter|17.0|10.0|43.0
Gold Coast|2017-03-31|Sunny|23.0|18.0|63.0
Hobart|2017-03-31|Winter|11.0|3.0|68.0
Canberra|2017-03-31|Winter|17.0|4.0|68.0
Darwin|2017-03-31|Rainy|19.0|4.0|48.0
Sydney|2017-03-31|Sunny|20.0|29.0|46.0
Melbourne|2017-03-31|Sunny|32.0|4.0|47.0
Adelaide|2017-03-31|Rainy|11.0|3.0|43.0
Brisbane|2017-03-31|Rainy|15.0|27.0|44.0
Perth|2017-03-31|Winter|11.0|26.0|57.0
Wollongong|2017-04-01|Rainy|20.0|15.0|57.0
Gold Coast|2017-04-01|Winter|10.0|6.0|65.0
Hobart|2017-04-01|Rainy|19.0|2.0|57.0
Canberra|2017-04-01|Winter|18.0|5.0|42.0
Darwin|2017-04-01|Winter|15.0|6.0|65.0
Sydney|2017-04-01|Sunny|18.0|32.0|56.0
Melbourne|2017-04-01|Winter|17.0|5.0|60.0
Adelaide|2017-04-01|Rainy|17.0|11.0|62.0
Brisbane|2017-04-01|Rainy|11.0|16.0|53.0
Perth|2017-04-01|Winter|12.0|7.0|47.0
Wollongong|2017-04-02|Rainy|13.0|11.0|51.0
Gold Coast|2017-04-02|Winter|13.0|29.0|44.0
Hobart|2017-04-02|Sunny|25.0|18.0|59.0
Canberra|2017-04-02|Sunny|19.0|22.0|68.0
Darwin|2017-04-02|Winter|17.0|29.0|65.0
Sydney|2017-04-02|Winter|12.0|34.0|50.0
Melbourne|2017-04-02|Rainy|10.0|4.0|50.0
Adelaide|2017-04-02|Rainy|11.0|24.0|46.0
Brisbane|2017-04-02|Sunny|32.0|6.0|58.0
Perth|2017-04-02|Sunny|23.0|29.0|58.0
Wollongong|2017-04-03|Winter|19.0|4.0|68.0
Gold Coast|2017-04-03|Sunny|27.0|27.0|57.0
Hobart|2017-04-03|Rainy|20.0|22.0|50.0
Canberra|2017-04-03|Winter|10.0|12.0|48.0
Darwin|2017-04-03|Rainy|17.0|26.0|43.0
Sydney|2017-04-03|Winter|11.0|35.0|41.0
Melbourne|2017-04-03|Winter|19.0|26.0|56.0
Adelaide|2017-04-03|Sunny|27.0|2.0|69.0
Brisbane|2017-04-03|Sunny|26.0|22.0|44.0
Perth|2017-04-03|Sunny|29.0|16.0|41.0
Wollongong|2017-04-04|Rainy|13.0|23.0|49.0
Gold Coast|2017-04-04|Winter|13.0|7.0|64.0
Hobart|2017-04-04|Winter|15.0|24.0|63.0
Canberra|2017-04-04|Sunny|20.0|6.0|52.0
Darwin|2017-04-04|Winter|11.0|16.0|41.0
Sydney|2017-04-04|Sunny|27.0|7.0|55.0
Melbourne|2017-04-04|Sunny|32.0|17.0|68.0
Adelaide|2017-04-04|Rainy|19.0|31.0|43.0
Brisbane|2017-04-04|Sunny|25.0|32.0|60.0
Perth|2017-04-04|Winter|12.0|32.0|51.0
Wollongong|2017-04-05|Rainy|17.0|21.0|61.0
Gold Coast|2017-04-05|Rainy|17.0|35.0|48.0
Hobart|2017-04-05|Rainy|19.0|28.0|50.0
Canberra|2017-04-05|Winter|19.0|10.0|63.0
Darwin|2017-04-05|Sunny|28.0|14.0|56.0
Sydney|2017-04-05|Sunny|28.0|8.0|60.0
Melbourne|2017-04-05|Winter|11.0|26.0|41.0
Adelaide|2017-04-05|Winter|19.0|21.0|54.0
Brisbane|2017-04-05|Winter|19.0|11.0|44.0
Perth|2017-04-05|Rainy|12.0|16.0|49.0
Wollongong|2017-04-06|Rainy|18.0|33.0|48.0
Gold Coast|2017-04-06|Winter|11.0|29.0|62.0
Hobart|2017-04-06|Winter|15.0|11.0|67.0
Canberra|2017-04-06|Winter|12.0|24.0|56.0
Darwin|2017-04-06|Sunny|26.0|11.0|44.0
Sydney|2017-04-06|Sunny|21.0|28.0|64.0
Melbourne|2017-04-06|Rainy|19.0|16.0|45.0
Adelaide|2017-04-06|Rainy|15.0|15.0|46.0
Brisbane|2017-04-06|Rainy|18.0|19.0|66.0
Perth|2017-04-06|Sunny|23.0|26.0|58.0
